"HGNC.symbol","GSM3440208","GSM3440209","GSM3440210","GSM3440211","GSM3440212","GSM3440213","GSM3440215","GSM3440216","GSM3440218","GSM3440219","GSM3440220","GSM3440221","GSM3440225"
"BET1L",7.672215,7.5259,7.250335,7.34309,7.518585,7.49261,7.6311,7.533105,7.56415,7.69728,7.67611,7.59724,7.492225
"BHLHA9",2.62955,2.99618,2.19707,3.12716,2.67509,2.52811,2.88284,2.44943,2.9736,3.11939,2.42973,2.85436,2.84404
"BIVM-ERCC5",6.22715,6.41299,6.73488,6.41271,6.2895,6.56752,6.31587,6.31211,6.33751,6.29139,6.28541,6.2977,6.14714
"BLOC1S2",5.46111,5.68955,6.29035,5.57624,5.71155,5.58726,5.82404,6.32799,5.59059,5.47722,5.06135,5.34993,5.5137
"BMERB1",4.12105,4.2095,4.12138,4.4457,4.23965,4.63856,4.28576,3.98436,4.52172,4.24411,4.45214,4.36479,4.07929
"BMP15",3.67344,3.98998,3.64093,4.11898,3.86825,3.51687,3.97269,3.6454,3.86504,3.6201,3.57896,3.85509,4.24909
"BMP6",5.16459,5.5779,4.8083,5.39274,5.4796,5.19398,5.53084,5.42815,5.27788,5.92035,5.81899,4.96352,4.93848
"BMPR1B",1.50497,1.74844,1.70955,1.68319,1.5598,1.5766,1.73746,1.28082,1.64843,1.4107,1.71205,1.45186,2.01482
"BMPR1B-DT",2.47179,2.76285,2.40167,2.54704,2.354,2.45408,2.84108,2.80171,2.69039,2.83278,2.50498,2.45542,2.52575
"BMS1P16",5.67996,5.785805,5.943895,5.8923,5.54989,5.661835,5.396225,5.62868,5.517865,5.643565,5.432615,5.80148,5.529265
"BNC1",2.64611,2.65354,2.50187,2.69355,2.5229,2.75167,2.8551,2.69868,2.92878,2.97741,2.58414,2.94633,2.80534
"BORCS8-MEF2B",5.41385,5.32055,4.86839,5.17511,5.22519,5.13667,5.27613,5.37907,5.40403,5.34743,5.50221,5.12037,5.40577
"BPIFB2",4.52875,4.55451,4.4652,4.62084,4.53208,4.38584,4.48503,4.25652,4.82326,4.48605,4.53721,4.45879,4.73842
"BPY2",2.48227666666667,2.83153333333333,2.54477333333333,2.82263,2.91431,3.07170333333333,2.74898,3.05542333333333,2.82922666666667,2.79919666666667,2.52173,2.54874333333333,3.04445666666667
"BRD2",5.49692428571429,5.30870285714286,5.59067857142857,5.4385,5.48540357142857,5.40169071428571,5.51474285714286,5.70750357142857,5.46786357142857,5.62623214285714,5.35254142857143,5.46536,5.464935
"BRDTP1",2.8779,2.54542,1.77549,2.65881,2.71797,2.39663,1.54895,2.12818,2.22715,2.30808,1.76873,2.45781,2.46834
"BRK1",7.53662,7.47146,7.34232,7.42189,7.14317,7.16634,7.10518,7.38737,7.3189,7.01631,7.06407,7.16578,7.19391
"BRPF1",5.95842,5.70283,5.82239,5.73854,5.82422,5.80938,5.82973,6.23476,5.81563,6.07516,5.85196,5.8418,5.86334
"BRS3",2.73964,2.59974,3.23164,3.20903,3.1832,2.99562,3.06332,3.21309,3.40977,2.97419,2.95588,3.27649,3.36796
"BTBD1",7.01082,7.09488,7.52925,7.12739,6.98179,7.16344,7.00837,7.29857,6.93877,6.85315,7.02751,7.16707,6.81207
"BTBD7",5.6953,5.54622,5.84467,5.40061,5.58051,5.51076,5.59223,5.89027,5.71796,5.33088,5.79487,5.50037,5.36649
"BTF3",5.64386,6.08052,6.01119,5.91916,5.61629,5.83388,5.55405,5.71052,5.51102,5.63415,5.54459,5.63107,5.62335
"BTG3",3.4198,3.61088,4.00937,3.73299,3.2101,3.87539,3.34662,3.58908,3.94432,3.69385,3.43355,3.75045,3.32171
"BTNL2",4.10432,4.16984375,3.76899,4.47895875,4.02408375,3.98212,4.05099125,4.12609,4.4386075,4.044165,4.40817125,4.24129125,4.33195125
"BUB3",6.85307,6.99535,7.50709,6.88763,6.9493,7.19081,6.78168,6.96562,6.8155,6.83935,6.81101,6.89279,6.93529
"BUD23",5.79375,5.79775,5.79609,5.73958,5.54762,5.76144,5.70844,5.75368,5.8637,5.80034,5.905,5.69226,5.81191
"C10orf120",2.97312,2.95101,3.43039,3.48037,2.96603,3.07858,3.13619,2.77531,3.07603,3.43225,3.25468,3.06916,3.20019
"C10orf55",2.37317,2.62269,2.40581,2.62615,2.32243,2.39577,2.64838,2.19136,2.44679,2.37307,2.56138,2.9398,2.614
"C10orf62",4.51593,4.74423,4.73062,4.8235,4.82573,4.66229,4.54053,4.28146,4.85303,4.7347,4.80232,4.62546,4.90787
"C10orf82",4.38167,4.74281,4.33008,4.74712,4.65616,4.55615,4.54596,4.2927,4.66287,4.71871,4.71124,4.46237,4.52633
"C10orf88",5.23788,4.9514,6.03507,5.3637,5.08106,5.24549,5.01451,5.08826,4.97793,5.50135,5.04915,5.27804,5.02389
"C11orf24",5.32532,5.51578,5.45747,5.78201,5.45714,5.69898,5.41725,5.64223,5.6685,5.85697,5.53517,5.56309,5.50202
"C11orf42",2.01242,2.40801,2.54276,2.30024,2.68356,1.98547,2.33295,2.8288,2.40384,2.94371,2.25097,2.4933,2.58232
"C11orf58",5.39266,5.70294,5.94263,5.36608,5.55785,5.67915,5.62059,5.52763,5.29883,5.21577,5.49358,5.60311,5.4293
"C11orf65",2.66058,3.12828,2.76356,2.19074,2.41807,2.58562,2.66808,2.94922,2.53891,3.02101,2.91609,2.61223,2.68307
"C11orf74",2.64781,2.57376,2.71839,2.63717,2.62055,2.66822,2.64162,2.80957,2.55856,2.75299,3.29504,2.63839,2.45727
"C14orf180",4.86376,5.19357,4.38556,5.03171,4.90727,5.05893,5.12639,4.6451,4.75199,4.76118,4.73633,4.73514,4.9417
"C14orf93",5.21187,5.06279,5.19913,5.09573,4.86813,5.14031,5.37019,5.26049,5.02862,5.26753,5.08801,4.94359,4.89262
"C15orf40",5.69581,5.52961,5.80698,5.75371,5.50915,5.78148,5.53817,5.87413,5.46224,5.50211,5.34881,5.49747,5.38692
"C15orf41",5.50962,5.54891,5.95921,5.71579,5.5077,5.72377,5.48447,5.62559,5.57006,5.55402,5.37168,5.65131,5.26899
"C16orf90",4.59122,4.77845,4.67004,4.85594,4.79246,4.62877,5.05584,4.66108,4.98232,4.77082,4.71916,4.57015,5.03553
"C17orf102",2.97327,3.09958,2.9221,3.34553,3.35225,2.92265,3.24127,2.97516,3.18673,2.78589,3.15068,3.30704,3.18542
"C17orf49",7.35362,6.94861,6.84047,7.0759,7.10269,7.11163,7.14153,7.34942,7.1992,7.29037,7.45934,7.2618,7.12551
"C17orf97",5.55145,5.40253,5.50522,5.32177,4.8088,5.28611,4.77059,4.77432,4.93105,4.86398,4.6148,4.80988,5.28397
"C1orf195",2.61546,2.67448,2.70296,3.08129,2.90824,2.77406,2.74106,2.95416,2.99,2.85573,2.67289,2.89316,2.6531
"C1QL2",3.61168,3.72787,3.34756,3.80438,3.92684,3.76404,3.86331,3.11281,3.70037,3.71047,3.38336,4.00064,4.03998
"C1QTNF2",3.07057,3.18917,2.91566,3.25297,3.22114,2.97001,3.07302,2.81468,3.20115,3.26447,3.01051,3.08698,3.84851
"C2",4.55355,4.69595,4.47587333333333,4.41742333333333,4.60374,4.69503666666667,4.57416666666667,4.35026,4.71815333333333,4.56471666666667,4.48393,4.48437,4.80608
"C20orf141",4.51121,4.90396,4.67057,4.81401,4.89505,4.77991,4.51028,4.44259,4.77625,4.80755,4.9012,4.78757,5.17131
"C20orf203",3.14689,3.33651,3.53781,3.63357,3.24964,3.29105,3.27543,3.66001,3.85722,3.46665,3.62444,3.46783,3.54101
"C20orf96",4.12632,4.41778,4.38969,4.48524,3.46475,3.44308,4.24911,4.00765,4.31328,4.47159,4.7232,3.68178,4.40767
"C21orf58",4.4284,4.56242,3.7875,4.44266,4.28415,4.31205,3.75001,3.98935,4.4988,4.30837,3.75531,4.15817,4.77203
"C21orf62",4.57814,4.69366,4.60616,4.80766,4.7923,4.64886,4.75699,4.32228,4.73363,4.61387,4.36432,4.78807,4.36435
"C21orf62-AS1",2.94518,3.09171,3.88076,3.15726,2.81036,3.24118,2.82802,3.03169,2.93084,3.16163,3.45931,2.66255,3.01266
"C22orf15",4.45511,4.19324,4.12919,4.28637,4.21779,4.31801,4.39884,4.1089,4.55072,4.41348,4.29979,4.47837,4.478
"C2orf66",3.0597,3.24766,3.25826,2.94457,3.02208,3.1819,3.32796,2.87048,3.56101,3.15888,2.82901,2.90522,3.26295
"C2orf76",4.20808,4.7287,4.99784,4.23114,4.40324,4.45417,4.36057,4.83246,4.10678,4.33414,4.64137,4.29036,4.15895
"C2orf80",2.81401,2.88258,2.51796,2.85725,2.87866,2.8091,2.89864,2.85969,3.03599,2.64681,2.44313,2.91566,2.45478
"C2orf88",5.12061,5.90786,5.11803,5.42397,5.57936,5.19639,5.10919,5.27889,5.31138,5.44152,5.91101,5.10589,5.23538
"C3",4.28223,4.11979,3.80247,4.14032,4.25025,3.95112,4.17908,4.44047,4.44093,4.4142,4.40136,4.03861,4.45491
"C3orf18",4.45478,4.62006,4.15588,4.38691,4.52071,4.20986,4.22118,4.11667,4.38006,4.41121,4.71064,4.46452,4.48744
"C3orf62",5.72747,5.31332,4.84039,4.70362,5.64518,5.20462,6.05833,5.72986,5.42003,5.322,5.66741,5.38348,5.45518
"C3orf84",3.00392,3.3725,2.9084,3.36667,3.68916,2.95246,3.36351,3.24777,3.5249,2.52904,3.24458,3.02774,3.07182
"C4B-AS1",3.47041214285714,3.53919857142857,3.45804785714286,3.85895928571429,3.5771,3.41046357142857,3.66936142857143,3.51907714285714,3.70356785714286,3.59147642857143,4.09955071428571,3.56240214285714,3.49725214285714
"C5orf58",3.38962,3.29181,3.05298,3.38065,3.20389,3.2724,3.56429,3.03101,3.39269,3.48926,3.57635,3.20164,3.27208
"C5orf67",2.38822,2.28899,1.529,2.24496,2.15588,2.40594,2.47636,1.98967,2.26136,2.33137,2.29887,2.2598,2.30631
"C6orf118",1.50562,1.6801,1.61371,1.86882,1.91273,1.72096,1.59393,1.45253,1.94667,1.70584,1.77555,1.58483,1.8756
"C6orf136",5.63793571428571,5.57148285714286,5.54942428571429,5.42789428571429,5.38364142857143,5.57529142857143,5.40687714285714,5.79612142857143,5.46097285714286,5.70953714285714,5.50331,5.47579142857143,5.28258714285714
"C6orf15",5.27874833333333,5.25779666666667,4.96431166666667,5.308225,5.30185333333333,5.41322166666667,5.43749666666667,5.05426166666667,5.26605,5.389825,5.20251833333333,5.24376333333333,5.50391666666667
"C6orf47",5.31391571428571,4.75770714285714,4.93249285714286,5.05338428571429,5.18922857142857,5.05628285714286,5.34658714285714,5.39211285714286,4.99579857142857,5.04921,5.09605571428571,5.08397428571429,5.19845714285714
"C6orf47-AS1",4.7906,4.51628714285714,4.23194285714286,4.50302857142857,4.55719,4.63465714285714,4.78010285714286,4.65994714285714,4.75327142857143,4.73565714285714,4.47277714285714,4.50483714285714,4.86180428571429
"C6orf99",3.23578,2.68862,2.75938,2.9063,2.84255,3.02702,2.90654,2.76773,2.8932,2.82765,2.71394,2.77853,2.97287
"C7orf50",4.70756,4.5601,4.68209,4.58287,4.56467,4.79999,4.70172,4.81382,4.77369,4.59999,4.74615,4.90727,4.70846
"C8orf31",4.71451,5.0631,4.8977,4.9175,4.89505,4.97039,5.47653,4.84386,5.2914,4.90711,4.86391,4.94481,4.82032
"C8orf58",4.38238,4.50285,4.032,4.28291,4.65354,4.48181,4.59501,4.25866,4.4725,4.42751,4.13762,4.36222,4.40073
"C9",1.68869,1.81608,1.95836,2.34021,1.77436,1.95253,1.89618,1.75865,1.66575,2.13358,1.87416,1.76966,1.68997
"C9orf129",3.0515,3.30235,2.95573,3.3085,3.32882,2.8817,3.18983,3.17483,2.94885,3.12207,3.13753,3.54022,3.50351
"C9orf147",4.12906,4.28417,4.26919,4.29047,4.03995,3.86734,4.38691,4.12457,3.87251,4.31302,4.18544,4.14587,4.29252
"C9orf85",4.68409,4.64928,4.93381,4.68621,4.23128,4.50286,4.36512,4.38684,4.31333,4.42482,4.41294,4.18959,4.00283
"CABLES1",3.63056,3.44094,3.19047,3.69265,3.55581,3.30711,3.77712,3.37994,3.74463,3.52872,3.63093,3.33279,3.51881
"CABLES2",5.71208,5.66823,5.62666,5.68614,5.49216,5.6723,5.76812,5.81205,5.85054,5.6526,5.90182,5.8694,5.55749
"CABP7",4.2663,4.53966,4.149,4.47257,4.49061,4.61589,4.53322,4.23639,4.22984,4.4064,3.94242,4.17447,4.29212
"CALHM1",4.15968,3.87687,3.76356,4.02132,4.09398,4.02946,4.03001,3.80331,4.08929,4.30223,4.03884,4.03688,4.14799
"CALHM2",6.93407,6.8933,6.3536,6.93256,6.67535,6.72838,6.68628,7.18969,6.8172,6.78294,6.91155,6.8342,6.25271
"CALHM3",3.85754,3.7898,3.90231,4.16647,4.33406,4.04607,4.326,4.1926,4.21256,4.11675,3.84075,4.02843,4.4542
"CALR",9.137,8.93395,9.02673,9.1434,9.02825,9.4977,9.02785,9.4614,9.36286,9.38586,9.07932,9.13993,9.13584
"CAMK2A",4.66183,4.68228,4.18731,4.72094,4.53787,4.65026,4.44637,4.27811,4.34172,4.28788,4.60969,4.67874,4.34907
"CAMK2D",5.22265,5.71746,6.27836,5.74832,5.42085,5.99427,5.68499,5.62063,5.97227,5.59383,5.593,5.45912,4.87462
"CAMK2G",6.85809,6.29316,6.27877,5.97647,6.59945,5.95553,6.88976,6.73424,6.43981,6.88944,6.57385,6.52288,6.59404
"CAMP",6.97706,5.16006,5.24346,5.34579,5.74894,6.02622,5.20814,5.28302,5.08347,4.94488,4.9942,5.27766,5.48285
"CAMTA1",4.746,4.93812,5.0284,4.99538,4.57549,4.9713,4.5277,4.73803,4.97148,4.68275,5.04385,4.79002,4.61174
"CAMTA1-DT",2.87098,3.0447,2.76976,3.02542,2.67822,2.80619,2.74705,2.4881,2.87022,2.8138,2.62551,2.67544,2.52789
"CAMTA1-IT1",2.31145,2.8448,2.15306,2.2136,2.3554,2.13971,2.56567,2.16421,2.82924,2.4477,1.89727,2.78264,2.19046
"CAND2",4.91123,4.73381,4.50605,4.74387,4.76178,4.67057,4.54262,4.62348,4.71679,4.68295,4.40917,4.63188,4.85456
"CAPG",6.20175,5.71557,5.61498,5.91166,6.18877,6.09158,6.02803,5.99038,6.35865,6.09884,6.28794,6.07381,6.16863
"CAPN14",3.18913,3.149445,2.993305,3.267355,3.205705,3.000235,3.286335,2.85288,3.24256,3.13447,3.078255,3.06545,3.403935
"CAPN5",6.30496,6.40523,5.6224,6.4251,6.10271,6.05878,5.69028,6.23836,6.30529,6.32543,6.30651,5.98125,6.40006
"CAPS",5.57478,5.48265,5.5063,5.3912,5.2609,5.58225,5.26484,5.13155,5.54065,5.42102,5.67626,5.4329,5.4397
"CAPSL",2.29162,2.19133,2.11358,2.1561,2.53959,2.24522,2.1812,2.22079,2.25091,2.17762,2.50872,2.22267,2.17002
"CARD19",6.00208,5.44592,5.25076,5.56269,5.66417,5.46506,5.76621,5.86706,5.72815,5.6832,5.87356,5.54883,5.64669
"CARMIL1",4.81257,4.61916,5.82312,4.96594,5.73755,5.43526,5.18668,4.86407,4.51488,4.88905,5.01018,4.72866,4.62009
"CASC2",2.90974,2.79864,2.72616,2.92975,3.19963,2.96477,3.09379,2.81683,2.84574,2.73275,2.90129,2.92262,2.88442
"CASKIN1",3.98762,4.52577,3.98303,4.42363,4.63563,4.36094,4.38935,4.15521,4.24332,4.31695,4.2953,4.21654,4.56579
"CASP9",6.10243,5.31242,5.40579,5.06921,5.56478,5.4855,5.64939,5.58574,5.55574,5.68897,5.95306,5.36874,5.75898
"CATSPERB",3.2482,3.44167,5.46733,3.95462,3.58777,3.46109,3.40788,3.52437,2.96556,3.36977,3.47823,4.09281,2.98875
"CATSPERD",3.47613,3.28099,3.0387,3.74685,3.4956,3.71094,3.43905,3.25084,3.51749,3.19039,3.68795,3.55582,3.74955
"CATSPERG",4.19745,4.24113,3.67326,4.20914,4.15872,4.07261,4.21494,4.13025,4.08801,4.0098,4.07684,3.96678,4.04789
"CAVIN3",4.21567,4.39913,4.17705,4.71657,4.45282,4.36554,4.27754,4.49823,4.4772,4.27789,4.57852,4.48606,4.91248
"CBSL",4.82307,5.05218,4.40035,4.75841,4.50635,4.75316,5.12809,4.62131,4.5828,4.74549,4.5548,4.30827,4.31855
"CBWD5",7.182912,7.25452,7.612894,7.413382,7.584032,7.34545,7.570442,7.205494,7.321004,6.992212,6.809126,7.39642,7.136272
"CCDC102B",3.24608,3.51486,3.32701,3.63878,3.01823,3.36984,3.28443,3.29926,2.98553,3.41177,3.48287,3.29523,3.03833
"CCDC115",4.79673,4.92743,4.983,4.85417,5.03325,5.26488,4.78489,5.02113,5.06493,5.14725,4.97901,4.81877,4.94427
"CCDC122",3.30115,3.4677,4.25382,3.73879,3.61008,3.8845,3.52901,3.24037,3.22656,3.08339,3.46655,3.25315,3.04658
"CCDC124",5.74259,5.92826,5.56398,5.67468,5.90587,5.87558,5.57443,5.76523,5.79605,5.84553,5.70015,5.59291,5.97459
"CCDC125",6.99185,6.771,6.72609,6.34691,6.70431,6.42851,7.1228,7.04961,6.73695,6.7616,7.01072,7.01521,6.97616
"CCDC126",5.51865,5.0977,5.29197,4.75689,5.1378,4.76764,5.09584,4.95693,4.9665,4.9816,5.04478,4.93026,5.05138
"CCDC127",4.18228,4.58301,4.76673,3.99314,4.1925,4.10302,4.03885,4.3138,4.32246,4.49062,4.40728,4.15342,4.31936
"CCDC140",3.41887,3.758,3.19459,3.67284,3.36883,3.50004,3.4755,3.4865,3.47584,3.20283,3.27196,3.59486,3.52418
"CCDC144CP",4.94418333333333,5.00138333333333,5.60930666666667,5.564795,6.16714,6.50428333333333,5.78041333333333,5.75515,5.77403,4.96830833333333,4.99694,6.14031,4.210755
"CCDC144NL",1.72955,2.60677,1.77902,1.19636,1.78136,2.00265,1.47319,1.92911,1.80317,2.16546,2.02152,1.75603,1.78558
"CCDC144NL-AS1",2.43754,2.33911,2.37244,2.34248,2.43754,2.25189,2.28509,2.74736,2.41883,2.47273,2.48898,2.36642,2.56772
"CCDC168",1.35864,1.36907,1.37335,1.41271,1.36218,1.56383,1.07788,1.4827,1.47003,1.36253,1.34837,1.44209,1.38211
"CCDC173",2.63806,2.56271,2.46763,2.68432,2.55651,2.43784,2.86897,2.64847,2.54762,2.62545,2.34849,2.47575,2.61029
"CCDC34",3.49288,3.34045,3.27627,3.63747,3.38083,3.70916,3.23113,3.10447,3.02171,3.0415,3.11553,3.66091,3.01221
"CCDC36",2.72257,2.73921,2.27892,2.87783,2.80063,2.5607,2.47407,2.54143,2.4365,2.4365,2.64345,2.41116,2.49661
"CCDC71",5.69754,5.19908,5.21061,5.14238,4.94273,5.36112,5.55003,5.59559,5.55126,5.61213,5.87104,5.69379,5.28396
"CCDC81",2.82278,3.12993,3.08168,2.65601,2.6647,2.57673,2.19619,2.8124,2.62687,3.0433,2.78427,2.47269,3.10514
"CCDC87",2.63845,2.43215,2.61923,2.9205,3.0819,2.94058,2.95158,2.51384,3.00775,2.85336,2.9984,3.10509,3.2026
"CCDC9B",3.93202,3.98797,3.25054,3.47439,3.9093,4.16296,3.96877,3.87963,4.11065,3.59778,3.95187,3.86631,3.8581
"CCHCR1",4.74357666666667,4.92707166666667,4.87837666666667,4.883205,4.87364833333333,4.95380333333333,4.96673666666667,4.673345,4.968475,4.68098666666667,4.686685,4.964715,4.82756166666667
"CCK",3.27453,3.92284,3.2314,3.8343,3.84503,3.59307,3.68346,3.26236,3.84923,3.76372,3.77259,3.80234,3.90272
"CCKBR",3.39948,3.50041,3.05628,3.36017,3.38038,3.13741,3.2417,2.92692,3.42669,3.34344,3.37485,3.01702,3.39935
"CCL1",3.44229,3.93354,3.43728,3.56901,3.59104,3.587,4.09684,3.12546,3.37018,3.89255,3.56758,3.32887,3.93693
"CCL11",1.48538,1.6876,2.17381,2.30142,2.01675,1.99454,1.7271,0.883065,1.5797,1.35672,1.67784,1.39676,1.13401
"CCL13",4.50315,4.42373,4.04259,4.56197,4.25821,4.13579,4.53618,4.4158,4.80223,4.52426,4.74678,4.29189,4.43964
"CCL2",2.47353,2.85045,2.92821,2.74084,2.0304,2.16916,4.01616,3.30647,3.19354,2.86177,3.27061,2.44423,3.61343
"CCL24",2.69155,3.19343,2.72637,3.23329,2.52494,2.48472,2.8563,2.98485,2.50236,2.82773,2.34587,2.60183,3.03007
"CCL26",4.12517,4.28093,3.96229,4.32537,4.08145,4.08704,3.95427,3.85831,4.33109,4.2158,4.29034,4.45853,4.18541
"CCL5",9.58672,10.05,9.22582,10.0841,9.36921,9.96978,9.24909,9.73294,9.93842,9.62273,9.86031,9.78613,10.0011
"CCL7",2.65008,2.38538,2.05766,2.36608,2.30712,1.97598,2.22611,2.10455,2.37822,2.22445,1.42833,2.53008,2.18823
"CCL8",1.7424,1.52209,1.85572,1.71583,1.98436,2.13908,2.33707,1.39861,1.71686,2.36579,1.79595,1.6846,2.42912
"CCN6",3.65074,3.45062,3.37819,3.4082,3.55994,3.63908,3.73442,3.37211,3.57573,3.59385,3.49187,3.51599,3.07173
"CCND1",4.50607,5.08028,4.79045,4.96745,4.90376,5.0175,4.84945,4.56365,4.97979,4.75867,4.30426,4.88094,5.03881
"CCND3",6.54212,6.19668,6.41242,6.42902,6.26759,6.26592,6.17668,6.7841,6.45764,6.59594,6.6263,6.60618,6.36651
"CCNDBP1",7.74684,7.74555,7.216,7.36713,7.5664,7.41317,7.52995,7.24519,7.24822,7.49701,7.38426,7.34634,7.40317
"CCNI2",4.44549,4.62019,4.7218,4.7116,4.25614,4.84787,4.59832,4.5764,4.45022,4.64723,4.61371,4.89056,4.45811
"CCNJL",7.42042,6.89711,5.64312,6.61189,6.75652,6.55662,7.30752,6.93939,6.7911,7.24208,7.16356,6.97232,6.89044
"CCNY",6.42414,6.22757,6.13822,5.96323,6.36427,6.24561,6.18032,6.67832,6.36246,6.42676,6.47832,6.35704,6.02922
"CCNYL1",4.24738,3.56536,3.67165,3.71068,3.41765,3.74358,3.66633,3.76581,3.6828,3.66417,4.00692,3.77975,3.63469
"CCR8",3.18226,2.94725,3.05655,3.28815,2.8462,3.00813,3.49355,2.68939,3.055,3.27137,2.83354,2.92026,3.38291
"CCS",5.42591,5.53944,5.24056,5.47406,5.32059,5.19103,5.11498,5.39001,5.29326,5.30265,5.29646,5.15555,5.26067
"CCT6B",3.46867,3.74841,4.04363,3.70387,3.81409,3.93911,3.87276,3.5232,3.77849,3.93699,4.05011,3.72894,3.62709
"CCT6P1",4.027215,3.969005,4.500105,4.03219,3.98027,4.064535,4.33515,4.354205,4.063645,3.91273,4.12518,4.305455,3.705055
"CCT6P3",4.575715,4.205835,4.66951,4.28917,4.418865,4.389635,4.77366,4.692675,4.328835,4.459505,4.490395,4.594425,4.196675
"CCT8L2",2.54344,2.44655,1.99257,2.51455,2.3728,2.28675,2.40516,2.38385,2.01471,2.12022,2.23281,2.79608,2.50273
"CCZ1",7.52219,7.69863,8.33291,7.90068,7.75632,7.87831,7.87916,7.62792,7.44091,7.39261,7.41405,7.84214,7.42675
"CD180",7.48279,8.05997,8.01328,8.04533,8.03611,8.31372,8.23514,7.58888,7.99715,7.75142,7.44703,7.77427,7.73991
"CD209",3.93433,4.55051,4.28566,4.49611,4.5268,4.4204,4.39994,4.41163,4.4649,4.44497,4.40962,4.7509,4.7199
"CD226",7.03574,7.4771,8.06577,7.95314,7.22765,7.92019,7.06038,7.59899,7.54477,7.2213,7.67505,7.5774,7.05204
"CD320",4.99886,5.39864,4.71548,5.13264,5.14632,5.20887,5.22539,4.84658,4.95527,5.01242,5.15275,5.05627,5.27918
"CD40LG",6.26718,5.70609,7.0562,6.12277,5.63371,6.71221,5.86462,6.22999,6.3212,6.39452,6.39854,6.65292,5.67081
"CD44",8.29947,8.09529,8.34385,8.27016,8.29835,8.48145,8.12,8.35711,8.25906,8.41037,8.33772,8.32633,8.15321
"CD44-AS1",3.16612,3.56047,3.25235,3.03807,2.88874,2.86642,3.10224,3.13013,3.24722,3.33265,3.6955,3.34053,3.22602
"CD70",4.30074,4.34087,4.11993,4.52919,4.36054,4.63699,4.29322,4.09762,4.45649,4.30894,4.45817,4.30952,4.52644
"CD72",5.02739,5.14066,5.35076,5.23284,5.14108,5.18379,5.25329,4.77816,5.38339,5.40162,5.03876,4.96637,5.20601
"CD8A",6.36776,6.93834,5.99858,6.38902,6.0522,6.51866,5.93034,6.19091,6.50756,6.54491,6.56221,6.32033,6.95215
"CD8B",6.05332333333333,6.61911666666667,5.73526333333333,5.93122,5.77901333333333,5.60552666666667,5.78107666666667,5.70308,6.30454,6.425,6.39022666666667,6.05211666666667,6.81474
"CD99",8.91967,8.65821,8.51451,9.08997,8.66835,9.15386,8.52725,8.9959,8.76194,8.97451,8.98131,9.04023,8.85976
"CD99P1",5.51208,4.91136333333333,5.33788333333333,5.50268,5.20256666666667,5.37466333333333,5.44256,5.66666333333333,5.1708,5.30716666666667,5.35984666666667,5.47377333333333,5.38829333333333
"CDC14B",2.731225,3.35481,2.495625,2.791255,2.45588,3.26491,2.741035,3.1177,3.012885,2.957735,2.97926,3.1493,2.70543
"CDC25A",3.47992,3.20062,2.84874,3.22732,3.26201,3.15153,3.18308,2.81212,2.96731,3.32076,2.9801,3.29801,3.29651
"CDC26",4.76855,4.44583,4.68248,4.76857,4.50501,4.56477,4.47542,4.50224,4.3258,4.54876,4.43837,4.35246,4.70912
"CDC42",9.08199,9.04195,9.01913,8.82862,9.05499,9.00863,9.06403,9.06716,8.91186,9.02041,9.05271,9.01398,8.99211
"CDC42-IT1",5.21383,5.05378,5.48391,4.86885,5.48561,5.41396,5.55904,5.16829,5.1802,5.31986,5.22634,5.57379,5.33254
"CDC42EP5",4.01901,4.47607,3.7974,4.04659,3.96317,3.78414,4.00943,4.09092,4.26574,4.17946,4.05801,4.11831,4.13869
"CDC42SE2",7.72109,7.91869,8.26615,7.99967,7.6795,7.89171,7.83118,7.78166,7.82279,7.89984,7.86169,7.82284,7.81133
"CDCP1",4.17197,4.08314,3.76535,4.07392,4.23461,4.17887,4.32154,4.23536,4.18849,4.16999,3.70952,4.07743,4.09624
"CDH24",4.79678,4.95049,4.67431,5.13732,4.74018,4.73199,4.76702,4.65357,4.75524,4.62304,4.63165,4.82699,4.9585
"CDH6",3.23519,3.47362,3.06278,2.97155,3.47246,3.25181,3.28246,3.26083,3.0281,3.33471,3.17417,3.14987,3.52845
"CDH9",2.18708,2.50987,2.25473,2.20621,2.4768,2.29154,2.24553,2.01929,2.45065,2.15778,2.54458,1.80814,2.15455
"CDIP1",5.73038,5.42181,5.43613,5.50456,5.5118,5.55466,5.53617,5.54504,5.57208,5.63259,5.95624,5.5667,5.49707
"CDK15",2.67485,3.33698,3.06321,2.74901,2.75229,2.93567,2.70674,2.87866,2.956,2.76336,2.46623,2.49614,3.06134
"CDK6",5.14943,5.20981,5.90731,5.47777,5.38855,5.47344,4.85097,5.51373,5.42427,5.36141,5.01136,5.30968,5.31421
"CDK7",5.87006,5.74319,5.84771,5.31273,5.75313,5.72525,5.75627,5.68918,5.43657,5.48188,5.54121,5.79359,5.47354
"CDKL1",4.65894,5.04118,5.52336,5.2761,4.80699,5.05505,4.95627,5.07273,5.12278,4.6943,5.14051,4.92759,4.95571
"CDKL4",1.79492,1.78173,1.91042,2.09952,1.84176,2.09542,1.82636,1.91125,1.88527,2.02632,1.97023,1.98152,1.60466
"CDKN1C",4.70522,5.33594,5.01029,5.12573,5.07116,5.15845,5.29118,4.95892,5.36469,5.31199,5.32993,4.76577,5.14094
"CDRT15L2",2.04748,1.93569,2.95987,2.33463,2.24712,2.73982,2.85249,1.6244,2.28289,2.80083,2.15226,2.75506,2.27243
